solver,instance,category,num_cities,TourLength,OptimalityGap(%),EdgeMatchRate(%),Runtime(s),Memory(B)
NearestNeighbor,Small_22,Small,20,4747.553834125014,19.03273666522948,47.61904761904761,0.0002545850002206862,2864
NearestNeighbor,Small_22,Small,20,4747.553834125014,19.03273666522948,47.61904761904761,0.0002162829996450455,2864
NearestNeighbor,Small_22,Small,20,4747.553834125014,19.03273666522948,47.61904761904761,0.00021648300025844947,2864
NearestNeighbor,Small_22,Small,20,4747.553834125014,19.03273666522948,47.61904761904761,0.0002200899998570094,2864
NearestNeighbor,Small_22,Small,20,4747.553834125014,19.03273666522948,47.61904761904761,0.00036024700057168957,2864
NearestNeighbor,Clustered_64,Clustered,100,4525.9668268908135,10.176425028744145,75.24752475247524,0.008823140999993484,10544
NearestNeighbor,Clustered_64,Clustered,100,4525.9668268908135,10.176425028744145,75.24752475247524,0.008315846000186866,10544
NearestNeighbor,Clustered_64,Clustered,100,4525.9668268908135,10.176425028744145,75.24752475247524,0.006332165999992867,10544
NearestNeighbor,Clustered_64,Clustered,100,4525.9668268908135,10.176425028744145,75.24752475247524,0.006409428000551998,10544
NearestNeighbor,Clustered_64,Clustered,100,4525.9668268908135,10.176425028744145,75.24752475247524,0.005295752999700198,10544
NearestNeighbor,Clustered_65,Clustered,100,5939.909793491896,23.75593063879804,71.28712871287128,0.0048075459999381565,10544
NearestNeighbor,Clustered_65,Clustered,100,5939.909793491896,23.75593063879804,71.28712871287128,0.0051285770005051745,10544
NearestNeighbor,Clustered_65,Clustered,100,5939.909793491896,23.75593063879804,71.28712871287128,0.004914618999464437,10544
NearestNeighbor,Clustered_65,Clustered,100,5939.909793491896,23.75593063879804,71.28712871287128,0.005018027000005532,10544
NearestNeighbor,Clustered_65,Clustered,100,5939.909793491896,23.75593063879804,71.28712871287128,0.005286780000460567,10544
NearestNeighbor,Clustered_66,Clustered,100,5613.572609427379,17.52811798324805,58.415841584158414,0.00486863199967047,10544
NearestNeighbor,Clustered_66,Clustered,100,5613.572609427379,17.52811798324805,58.415841584158414,0.005351573000552889,10544
NearestNeighbor,Clustered_66,Clustered,100,5613.572609427379,17.52811798324805,58.415841584158414,0.004961860000548768,10544
NearestNeighbor,Clustered_66,Clustered,100,5613.572609427379,17.52811798324805,58.415841584158414,0.004647611000109464,10544
NearestNeighbor,Clustered_66,Clustered,100,5613.572609427379,17.52811798324805,58.415841584158414,0.005079027999272512,10544
NearestNeighbor,Clustered_67,Clustered,100,5674.116773644438,24.184682693037377,66.33663366336634,0.005115392999869073,10544
NearestNeighbor,Clustered_67,Clustered,100,5674.116773644438,24.184682693037377,66.33663366336634,0.004689200000029814,10544
NearestNeighbor,Clustered_67,Clustered,100,5674.116773644438,24.184682693037377,66.33663366336634,0.0050079420007023145,10544
NearestNeighbor,Clustered_67,Clustered,100,5674.116773644438,24.184682693037377,66.33663366336634,0.006541628000377386,10544
NearestNeighbor,Clustered_67,Clustered,100,5674.116773644438,24.184682693037377,66.33663366336634,0.00521771700005047,10544
NearestNeighbor,Clustered_68,Clustered,100,5565.399124351422,18.31961485456412,53.46534653465347,0.0048474019995410345,10544
NearestNeighbor,Clustered_68,Clustered,100,5565.399124351422,18.31961485456412,53.46534653465347,0.0062922719998823595,10544
NearestNeighbor,Clustered_68,Clustered,100,5565.399124351422,18.31961485456412,53.46534653465347,0.004847397000048659,10544
NearestNeighbor,Clustered_68,Clustered,100,5565.399124351422,18.31961485456412,53.46534653465347,0.005119700999784982,10544
NearestNeighbor,Clustered_68,Clustered,100,5565.399124351422,18.31961485456412,53.46534653465347,0.005730779999794322,10544
NearestNeighbor,Clustered_69,Clustered,100,4371.57762557534,21.695617861975943,69.3069306930693,0.004770886000187602,10544
NearestNeighbor,Clustered_69,Clustered,100,4371.57762557534,21.695617861975943,69.3069306930693,0.00517431500065868,10544
NearestNeighbor,Clustered_69,Clustered,100,4371.57762557534,21.695617861975943,69.3069306930693,0.004653953000342881,10544
NearestNeighbor,Clustered_69,Clustered,100,4371.57762557534,21.695617861975943,69.3069306930693,0.0050970640004379675,10544
NearestNeighbor,Clustered_69,Clustered,100,4371.57762557534,21.695617861975943,69.3069306930693,0.0050296790004722425,10544
NearestNeighbor,Clustered_70,Clustered,100,6389.9010468576735,17.15454774207699,53.46534653465347,0.005066449999503675,10544
NearestNeighbor,Clustered_70,Clustered,100,6389.9010468576735,17.15454774207699,53.46534653465347,0.005871013999239949,10544
NearestNeighbor,Clustered_70,Clustered,100,6389.9010468576735,17.15454774207699,53.46534653465347,0.0050997230000575655,10544
NearestNeighbor,Clustered_70,Clustered,100,6389.9010468576735,17.15454774207699,53.46534653465347,0.004955357000653748,10544
NearestNeighbor,Clustered_70,Clustered,100,6389.9010468576735,17.15454774207699,53.46534653465347,0.005762124999819207,10544
NearestNeighbor,Clustered_71,Clustered,100,5674.140370641071,17.271904602083403,61.386138613861384,0.008734151000680868,10544
NearestNeighbor,Clustered_71,Clustered,100,5674.140370641071,17.271904602083403,61.386138613861384,0.008716819000255782,10544
NearestNeighbor,Clustered_71,Clustered,100,5674.140370641071,17.271904602083403,61.386138613861384,0.008759150000514637,10544
NearestNeighbor,Clustered_71,Clustered,100,5674.140370641071,17.271904602083403,61.386138613861384,0.007121876999917731,10544
NearestNeighbor,Clustered_71,Clustered,100,5674.140370641071,17.271904602083403,61.386138613861384,0.004653441000300518,10544
NearestNeighbor,Clustered_72,Clustered,100,4353.211462787841,27.144627048678526,63.366336633663366,0.007847936999496596,10544
NearestNeighbor,Clustered_72,Clustered,100,4353.211462787841,27.144627048678526,63.366336633663366,0.005200515000069572,10544
NearestNeighbor,Clustered_72,Clustered,100,4353.211462787841,27.144627048678526,63.366336633663366,0.0050165339998784475,10544
NearestNeighbor,Clustered_72,Clustered,100,4353.211462787841,27.144627048678526,63.366336633663366,0.007769152999571816,10544
NearestNeighbor,Clustered_72,Clustered,100,4353.211462787841,27.144627048678526,63.366336633663366,0.004820119999749295,10544
NearestNeighbor,Clustered_73,Clustered,100,5805.565792356294,27.77503011832556,59.4059405940594,0.006264314000873128,10544
NearestNeighbor,Clustered_73,Clustered,100,5805.565792356294,27.77503011832556,59.4059405940594,0.004689720999522251,10544
NearestNeighbor,Clustered_73,Clustered,100,5805.565792356294,27.77503011832556,59.4059405940594,0.004728875999717275,10544
NearestNeighbor,Clustered_73,Clustered,100,5805.565792356294,27.77503011832556,59.4059405940594,0.004986506999557605,10544
NearestNeighbor,Clustered_73,Clustered,100,5805.565792356294,27.77503011832556,59.4059405940594,0.006010082999637234,10544
NearestNeighbor,Clustered_74,Clustered,100,5122.265489663689,11.738881266879336,65.34653465346535,0.004851349000091432,10544
NearestNeighbor,Clustered_74,Clustered,100,5122.265489663689,11.738881266879336,65.34653465346535,0.004623984999852837,10544
NearestNeighbor,Clustered_74,Clustered,100,5122.265489663689,11.738881266879336,65.34653465346535,0.00473946599959163,10544
NearestNeighbor,Clustered_74,Clustered,100,5122.265489663689,11.738881266879336,65.34653465346535,0.004796930000338762,10544
NearestNeighbor,Clustered_74,Clustered,100,5122.265489663689,11.738881266879336,65.34653465346535,0.004641638999601128,10544
NearestNeighbor,Clustered_75,Clustered,100,5211.41661616623,24.573912943477964,59.4059405940594,0.00594793500022206,10544
NearestNeighbor,Clustered_75,Clustered,100,5211.41661616623,24.573912943477964,59.4059405940594,0.004595131000314723,10544
NearestNeighbor,Clustered_75,Clustered,100,5211.41661616623,24.573912943477964,59.4059405940594,0.004682896999838704,10544
NearestNeighbor,Clustered_75,Clustered,100,5211.41661616623,24.573912943477964,59.4059405940594,0.0047466589994655806,10544
NearestNeighbor,Clustered_75,Clustered,100,5211.41661616623,24.573912943477964,59.4059405940594,0.004618634999133064,10544
NearestNeighbor,Clustered_76,Clustered,100,5072.999026666444,15.140700445270241,60.396039603960396,0.005372834000809235,10544
NearestNeighbor,Clustered_76,Clustered,100,5072.999026666444,15.140700445270241,60.396039603960396,0.0047146890001386055,10544
NearestNeighbor,Clustered_76,Clustered,100,5072.999026666444,15.140700445270241,60.396039603960396,0.00453446499977872,10544
